"day","Iliterate_60","Iliterate_70","Iliterate_80","Iliterate_90","Basic education_60","Basic education_70","Basic education_80","Basic education_90","Primary education_60","Primary education_70","Primary education_80","Primary education_90","Secondary & Tertiary Education_60","Secondary & Tertiary Education_70","Secondary & Tertiary Education_80","Secondary & Tertiary Education_90"
2002-01-01,186.65,207.636,102.508,20.956,705.955,640.816,228.652,29.593,461.782,318.76,99.904,11.05,391.978,197.73,56.665,6.048
2002-01-02,186.578,207.638,102.505,20.952,705.794,640.837,228.704,29.598,461.74,318.8,99.928,11.053,392.013,197.759,56.682,6.05
2002-01-03,186.506,207.64,102.503,20.949,705.632,640.858,228.756,29.603,461.699,318.84,99.951,11.057,392.048,197.787,56.699,6.051
2002-01-04,186.435,207.642,102.5,20.946,705.471,640.879,228.808,29.608,461.657,318.881,99.974,11.06,392.083,197.815,56.716,6.053
2002-01-05,186.363,207.644,102.497,20.942,705.31,640.901,228.86,29.613,461.615,318.921,99.998,11.064,392.118,197.843,56.733,6.054
2002-01-06,186.291,207.646,102.495,20.939,705.148,640.922,228.912,29.618,461.573,318.961,100.021,11.067,392.153,197.872,56.751,6.056
2002-01-07,186.219,207.648,102.492,20.936,704.987,640.943,228.964,29.623,461.531,319.001,100.045,11.071,392.188,197.9,56.768,6.057
2002-01-08,186.147,207.649,102.489,20.933,704.826,640.964,229.016,29.628,461.489,319.042,100.068,11.074,392.223,197.928,56.785,6.059
2002-01-09,186.075,207.651,102.487,20.929,704.665,640.985,229.068,29.633,461.447,319.082,100.091,11.078,392.258,197.956,56.802,6.061
2002-01-10,186.003,207.653,102.484,20.926,704.503,641.007,229.121,29.638,461.406,319.122,100.115,11.081,392.293,197.985,56.819,6.062
2002-01-11,185.931,207.655,102.481,20.923,704.342,641.028,229.173,29.643,461.364,319.162,100.138,11.084,392.328,198.013,56.836,6.064
2002-01-12,185.859,207.657,102.479,20.92,704.181,641.049,229.225,29.648,461.322,319.203,100.162,11.088,392.363,198.041,56.853,6.065
2002-01-13,185.788,207.659,102.476,20.916,704.02,641.07,229.277,29.653,461.28,319.243,100.185,11.091,392.398,198.069,56.87,6.067
2002-01-14,185.716,207.661,102.473,20.913,703.858,641.091,229.329,29.658,461.238,319.283,100.208,11.095,392.433,198.098,56.887,6.069
2002-01-15,185.644,207.663,102.471,20.91,703.697,641.113,229.381,29.663,461.196,319.324,100.232,11.098,392.468,198.126,56.904,6.07
2002-01-16,185.572,207.665,102.468,20.906,703.536,641.134,229.433,29.668,461.154,319.364,100.255,11.102,392.503,198.154,56.921,6.072
2002-01-17,185.5,207.667,102.465,20.903,703.375,641.155,229.485,29.673,461.113,319.404,100.279,11.105,392.538,198.183,56.938,6.073
2002-01-18,185.428,207.669,102.463,20.9,703.213,641.176,229.537,29.678,461.071,319.444,100.302,11.109,392.573,198.211,56.955,6.075
2002-01-19,185.356,207.671,102.46,20.897,703.052,641.197,229.59,29.682,461.029,319.485,100.325,11.112,392.608,198.239,56.972,6.077
2002-01-20,185.284,207.673,102.458,20.893,702.891,641.219,229.642,29.687,460.987,319.525,100.349,11.115,392.643,198.267,56.989,6.078
2002-01-21,185.212,207.675,102.455,20.89,702.729,641.24,229.694,29.692,460.945,319.565,100.372,11.119,392.678,198.296,57.006,6.08
2002-01-22,185.141,207.677,102.452,20.887,702.568,641.261,229.746,29.697,460.903,319.605,100.396,11.122,392.713,198.324,57.023,6.081
2002-01-23,185.069,207.679,102.45,20.884,702.407,641.282,229.798,29.702,460.861,319.646,100.419,11.126,392.748,198.352,57.04,6.083
2002-01-24,184.997,207.681,102.447,20.88,702.246,641.303,229.85,29.707,460.82,319.686,100.442,11.129,392.782,198.38,57.057,6.084
2002-01-25,184.925,207.682,102.444,20.877,702.084,641.325,229.902,29.712,460.778,319.726,100.466,11.133,392.817,198.409,57.074,6.086
2002-01-26,184.853,207.684,102.442,20.874,701.923,641.346,229.954,29.717,460.736,319.767,100.489,11.136,392.852,198.437,57.091,6.088
2002-01-27,184.781,207.686,102.439,20.871,701.762,641.367,230.006,29.722,460.694,319.807,100.513,11.14,392.887,198.465,57.108,6.089
2002-01-28,184.709,207.688,102.436,20.867,701.601,641.388,230.059,29.727,460.652,319.847,100.536,11.143,392.922,198.493,57.126,6.091
2002-01-29,184.637,207.69,102.434,20.864,701.439,641.409,230.111,29.732,460.61,319.887,100.559,11.146,392.957,198.522,57.143,6.092
2002-01-30,184.565,207.692,102.431,20.861,701.278,641.431,230.163,29.737,460.568,319.928,100.583,11.15,392.992,198.55,57.16,6.094
2002-01-31,184.494,207.694,102.428,20.857,701.117,641.452,230.215,29.742,460.526,319.968,100.606,11.153,393.027,198.578,57.177,6.096
2002-02-01,184.422,207.696,102.426,20.854,700.956,641.473,230.267,29.747,460.485,320.008,100.63,11.157,393.062,198.606,57.194,6.097
2002-02-02,184.35,207.698,102.424,20.854,700.772,641.539,230.314,29.751,460.448,320.055,100.651,11.16,393.113,198.638,57.206,6.099
2002-02-03,184.278,207.701,102.422,20.854,700.589,641.605,230.36,29.756,460.412,320.101,100.673,11.162,393.163,198.669,57.218,6.1
2002-02-04,184.207,207.703,102.42,20.853,700.406,641.671,230.407,29.761,460.375,320.148,100.695,11.165,393.213,198.7,57.23,6.102
2002-02-05,184.135,207.705,102.418,20.853,700.223,641.737,230.454,29.766,460.339,320.194,100.716,11.168,393.264,198.731,57.242,6.103
2002-02-06,184.063,207.708,102.416,20.853,700.039,641.802,230.5,29.77,460.303,320.24,100.738,11.171,393.314,198.762,57.254,6.105
2002-02-07,183.992,207.71,102.415,20.852,699.856,641.868,230.547,29.775,460.266,320.287,100.759,11.174,393.364,198.793,57.266,6.107
2002-02-08,183.92,207.713,102.413,20.852,699.673,641.934,230.593,29.78,460.23,320.333,100.781,11.177,393.415,198.824,57.279,6.108
2002-02-09,183.848,207.715,102.411,20.852,699.49,642,230.64,29.784,460.194,320.38,100.803,11.179,393.465,198.855,57.291,6.11
2002-02-10,183.777,207.717,102.409,20.852,699.306,642.066,230.687,29.789,460.157,320.426,100.824,11.182,393.515,198.886,57.303,6.111
2002-02-11,183.705,207.72,102.407,20.851,699.123,642.132,230.733,29.794,460.121,320.473,100.846,11.185,393.566,198.917,57.315,6.113
2002-02-12,183.633,207.722,102.405,20.851,698.94,642.198,230.78,29.798,460.084,320.519,100.867,11.188,393.616,198.948,57.327,6.114
2002-02-13,183.562,207.724,102.403,20.851,698.757,642.264,230.827,29.803,460.048,320.566,100.889,11.191,393.667,198.98,57.339,6.116
2002-02-14,183.49,207.727,102.402,20.85,698.573,642.33,230.873,29.808,460.012,320.612,100.911,11.194,393.717,199.011,57.351,6.118
2002-02-15,183.418,207.729,102.4,20.85,698.39,642.396,230.92,29.812,459.975,320.658,100.932,11.196,393.767,199.042,57.363,6.119
2002-02-16,183.347,207.731,102.398,20.85,698.207,642.462,230.967,29.817,459.939,320.705,100.954,11.199,393.818,199.073,57.376,6.121
2002-02-17,183.275,207.734,102.396,20.85,698.024,642.527,231.013,29.822,459.903,320.751,100.975,11.202,393.868,199.104,57.388,6.122
2002-02-18,183.203,207.736,102.394,20.849,697.84,642.593,231.06,29.827,459.866,320.798,100.997,11.205,393.918,199.135,57.4,6.124
2002-02-19,183.132,207.738,102.392,20.849,697.657,642.659,231.106,29.831,459.83,320.844,101.019,11.208,393.969,199.166,57.412,6.125
2002-02-20,183.06,207.741,102.39,20.849,697.474,642.725,231.153,29.836,459.793,320.891,101.04,11.211,394.019,199.197,57.424,6.127
2002-02-21,182.988,207.743,102.389,20.848,697.291,642.791,231.2,29.841,459.757,320.937,101.062,11.213,394.069,199.228,57.436,6.128
2002-02-22,182.916,207.745,102.387,20.848,697.107,642.857,231.246,29.845,459.721,320.984,101.084,11.216,394.12,199.259,57.448,6.13
2002-02-23,182.845,207.748,102.385,20.848,696.924,642.923,231.293,29.85,459.684,321.03,101.105,11.219,394.17,199.291,57.46,6.132
2002-02-24,182.773,207.75,102.383,20.847,696.741,642.989,231.34,29.855,459.648,321.076,101.127,11.222,394.22,199.322,57.473,6.133
2002-02-25,182.701,207.752,102.381,20.847,696.558,643.055,231.386,29.859,459.612,321.123,101.148,11.225,394.271,199.353,57.485,6.135
2002-02-26,182.63,207.755,102.379,20.847,696.374,643.121,231.433,29.864,459.575,321.169,101.17,11.228,394.321,199.384,57.497,6.136
2002-02-27,182.558,207.757,102.377,20.847,696.191,643.186,231.48,29.869,459.539,321.216,101.192,11.23,394.372,199.415,57.509,6.138
2002-02-28,182.486,207.759,102.376,20.846,696.008,643.252,231.526,29.873,459.502,321.262,101.213,11.233,394.422,199.446,57.521,6.139
2002-03-01,182.415,207.762,102.374,20.846,695.825,643.318,231.573,29.878,459.466,321.309,101.235,11.236,394.472,199.477,57.533,6.141
2002-03-02,182.353,207.763,102.374,20.844,695.691,643.369,231.617,29.882,459.438,321.353,101.26,11.24,394.53,199.51,57.545,6.143
2002-03-03,182.292,207.764,102.374,20.842,695.558,643.419,231.662,29.887,459.409,321.398,101.286,11.244,394.588,199.542,57.558,6.146
2002-03-04,182.231,207.765,102.375,20.841,695.424,643.47,231.706,29.891,459.381,321.442,101.312,11.248,394.645,199.575,57.57,6.148
2002-03-05,182.169,207.766,102.375,20.839,695.291,643.52,231.75,29.895,459.352,321.486,101.338,11.252,394.703,199.607,57.582,6.151
2002-03-06,182.108,207.767,102.375,20.837,695.158,643.57,231.795,29.899,459.323,321.531,101.363,11.256,394.761,199.64,57.594,6.153
2002-03-07,182.046,207.768,102.375,20.835,695.024,643.621,231.839,29.904,459.295,321.575,101.389,11.261,394.818,199.673,57.606,6.156
2002-03-08,181.985,207.769,102.376,20.834,694.891,643.671,231.883,29.908,459.266,321.62,101.415,11.265,394.876,199.705,57.619,6.158
2002-03-09,181.924,207.77,102.376,20.832,694.757,643.722,231.928,29.912,459.238,321.664,101.44,11.269,394.934,199.738,57.631,6.161
2002-03-10,181.862,207.771,102.376,20.83,694.624,643.772,231.972,29.916,459.209,321.709,101.466,11.273,394.991,199.77,57.643,6.163
2002-03-11,181.801,207.772,102.376,20.828,694.49,643.823,232.016,29.921,459.181,321.753,101.492,11.277,395.049,199.803,57.655,6.166
2002-03-12,181.74,207.772,102.377,20.827,694.357,643.873,232.061,29.925,459.152,321.797,101.517,11.281,395.107,199.836,57.667,6.168
2002-03-13,181.678,207.773,102.377,20.825,694.223,643.923,232.105,29.929,459.124,321.842,101.543,11.285,395.164,199.868,57.679,6.171
2002-03-14,181.617,207.774,102.377,20.823,694.09,643.974,232.149,29.933,459.095,321.886,101.569,11.289,395.222,199.901,57.692,6.173
2002-03-15,181.555,207.775,102.377,20.821,693.957,644.024,232.194,29.938,459.067,321.931,101.595,11.293,395.28,199.933,57.704,6.176
2002-03-16,181.494,207.776,102.378,20.82,693.823,644.075,232.238,29.942,459.038,321.975,101.62,11.297,395.337,199.966,57.716,6.178
2002-03-17,181.433,207.777,102.378,20.818,693.69,644.125,232.282,29.946,459.01,322.019,101.646,11.301,395.395,199.998,57.728,6.181
2002-03-18,181.371,207.778,102.378,20.816,693.556,644.176,232.327,29.95,458.981,322.064,101.672,11.305,395.453,200.031,57.74,6.183
2002-03-19,181.31,207.779,102.378,20.814,693.423,644.226,232.371,29.954,458.953,322.108,101.697,11.309,395.51,200.064,57.753,6.186
2002-03-20,181.249,207.78,102.379,20.812,693.289,644.276,232.415,29.959,458.924,322.153,101.723,11.313,395.568,200.096,57.765,6.188
2002-03-21,181.187,207.781,102.379,20.811,693.156,644.327,232.46,29.963,458.896,322.197,101.749,11.317,395.626,200.129,57.777,6.19
2002-03-22,181.126,207.782,102.379,20.809,693.022,644.377,232.504,29.967,458.867,322.242,101.774,11.321,395.683,200.161,57.789,6.193
2002-03-23,181.064,207.783,102.38,20.807,692.889,644.428,232.548,29.971,458.839,322.286,101.8,11.326,395.741,200.194,57.801,6.195
2002-03-24,181.003,207.784,102.38,20.805,692.755,644.478,232.593,29.976,458.81,322.33,101.826,11.33,395.799,200.227,57.814,6.198
2002-03-25,180.942,207.785,102.38,20.804,692.622,644.529,232.637,29.98,458.781,322.375,101.852,11.334,395.856,200.259,57.826,6.2
2002-03-26,180.88,207.786,102.38,20.802,692.489,644.579,232.681,29.984,458.753,322.419,101.877,11.338,395.914,200.292,57.838,6.203
2002-03-27,180.819,207.787,102.381,20.8,692.355,644.629,232.726,29.988,458.724,322.464,101.903,11.342,395.972,200.324,57.85,6.205
2002-03-28,180.758,207.788,102.381,20.798,692.222,644.68,232.77,29.993,458.696,322.508,101.929,11.346,396.029,200.357,57.862,6.208
2002-03-29,180.696,207.789,102.381,20.797,692.088,644.73,232.814,29.997,458.667,322.553,101.954,11.35,396.087,200.39,57.874,6.21
2002-03-30,180.635,207.79,102.381,20.795,691.955,644.781,232.859,30.001,458.639,322.597,101.98,11.354,396.145,200.422,57.887,6.213
2002-03-31,180.573,207.791,102.382,20.793,691.821,644.831,232.903,30.005,458.61,322.641,102.006,11.358,396.202,200.455,57.899,6.215
2002-04-01,180.512,207.792,102.382,20.791,691.688,644.882,232.947,30.01,458.582,322.686,102.031,11.362,396.26,200.487,57.911,6.218
2002-04-02,180.45,207.809,102.379,20.793,691.581,644.922,232.99,30.018,458.58,322.723,102.056,11.365,396.322,200.515,57.924,6.219
2002-04-03,180.387,207.827,102.376,20.794,691.474,644.962,233.032,30.026,458.578,322.76,102.081,11.368,396.384,200.542,57.937,6.221
2002-04-04,180.325,207.844,102.373,20.795,691.367,645.002,233.074,30.034,458.575,322.798,102.106,11.372,396.447,200.57,57.949,6.222
2002-04-05,180.263,207.862,102.37,20.796,691.26,645.042,233.116,30.042,458.573,322.835,102.131,11.375,396.509,200.597,57.962,6.224
2002-04-06,180.201,207.879,102.367,20.798,691.154,645.082,233.159,30.051,458.571,322.872,102.156,11.378,396.571,200.625,57.975,6.225
2002-04-07,180.139,207.897,102.364,20.799,691.047,645.122,233.201,30.059,458.569,322.909,102.18,11.381,396.633,200.652,57.988,6.227
2002-04-08,180.076,207.914,102.361,20.8,690.94,645.162,233.243,30.067,458.567,322.946,102.205,11.384,396.695,200.68,58,6.229
2002-04-09,180.014,207.931,102.358,20.801,690.833,645.202,233.285,30.075,458.565,322.984,102.23,11.388,396.757,200.707,58.013,6.23
2002-04-10,179.952,207.949,102.355,20.803,690.726,645.242,233.328,30.084,458.563,323.021,102.255,11.391,396.819,200.735,58.026,6.232
2002-04-11,179.89,207.966,102.352,20.804,690.619,645.282,233.37,30.092,458.561,323.058,102.28,11.394,396.882,200.762,58.039,6.233
2002-04-12,179.827,207.984,102.349,20.805,690.512,645.322,233.412,30.1,458.559,323.095,102.305,11.397,396.944,200.79,58.052,6.235
2002-04-13,179.765,208.001,102.346,20.807,690.405,645.362,233.454,30.108,458.557,323.133,102.329,11.4,397.006,200.817,58.064,6.236
2002-04-14,179.703,208.019,102.343,20.808,690.299,645.402,233.497,30.116,458.555,323.17,102.354,11.404,397.068,200.844,58.077,6.238
2002-04-15,179.641,208.036,102.34,20.809,690.192,645.442,233.539,30.125,458.552,323.207,102.379,11.407,397.13,200.872,58.09,6.239
2002-04-16,179.578,208.053,102.337,20.81,690.085,645.483,233.581,30.133,458.55,323.244,102.404,11.41,397.192,200.899,58.103,6.241
2002-04-17,179.516,208.071,102.334,20.812,689.978,645.523,233.623,30.141,458.548,323.282,102.429,11.413,397.254,200.927,58.115,6.242
2002-04-18,179.454,208.088,102.331,20.813,689.871,645.563,233.666,30.149,458.546,323.319,102.453,11.416,397.317,200.954,58.128,6.244
2002-04-19,179.392,208.106,102.328,20.814,689.764,645.603,233.708,30.157,458.544,323.356,102.478,11.42,397.379,200.982,58.141,6.246
2002-04-20,179.329,208.123,102.325,20.816,689.657,645.643,233.75,30.166,458.542,323.393,102.503,11.423,397.441,201.009,58.154,6.247
2002-04-21,179.267,208.141,102.322,20.817,689.551,645.683,233.792,30.174,458.54,323.431,102.528,11.426,397.503,201.037,58.167,6.249
2002-04-22,179.205,208.158,102.319,20.818,689.444,645.723,233.835,30.182,458.538,323.468,102.553,11.429,397.565,201.064,58.179,6.25
2002-04-23,179.143,208.175,102.316,20.819,689.337,645.763,233.877,30.19,458.536,323.505,102.578,11.432,397.627,201.092,58.192,6.252
2002-04-24,179.08,208.193,102.313,20.821,689.23,645.803,233.919,30.198,458.534,323.542,102.602,11.436,397.69,201.119,58.205,6.253
2002-04-25,179.018,208.21,102.31,20.822,689.123,645.843,233.961,30.207,458.531,323.579,102.627,11.439,397.752,201.147,58.218,6.255
2002-04-26,178.956,208.228,102.307,20.823,689.016,645.883,234.004,30.215,458.529,323.617,102.652,11.442,397.814,201.174,58.23,6.256
2002-04-27,178.894,208.245,102.304,20.824,688.909,645.923,234.046,30.223,458.527,323.654,102.677,11.445,397.876,201.202,58.243,6.258
2002-04-28,178.831,208.263,102.301,20.826,688.802,645.963,234.088,30.231,458.525,323.691,102.702,11.448,397.938,201.229,58.256,6.26
2002-04-29,178.769,208.28,102.298,20.827,688.696,646.003,234.13,30.24,458.523,323.728,102.727,11.452,398,201.256,58.269,6.261
2002-04-30,178.707,208.297,102.295,20.828,688.589,646.043,234.173,30.248,458.521,323.766,102.751,11.455,398.062,201.284,58.282,6.263
2002-05-01,178.645,208.315,102.292,20.83,688.482,646.084,234.215,30.256,458.519,323.803,102.776,11.458,398.125,201.311,58.294,6.264
2002-05-02,178.591,208.319,102.299,20.83,688.375,646.123,234.264,30.263,458.509,323.841,102.802,11.462,398.178,201.346,58.309,6.265
2002-05-03,178.538,208.323,102.306,20.831,688.269,646.162,234.312,30.271,458.499,323.878,102.828,11.466,398.232,201.38,58.324,6.266
2002-05-04,178.484,208.327,102.313,20.831,688.162,646.201,234.361,30.278,458.489,323.916,102.854,11.47,398.286,201.415,58.338,6.268
2002-05-05,178.431,208.33,102.32,20.832,688.055,646.24,234.41,30.286,458.479,323.954,102.88,11.473,398.34,201.45,58.353,6.269
2002-05-06,178.377,208.334,102.327,20.832,687.949,646.28,234.459,30.293,458.469,323.991,102.906,11.477,398.393,201.484,58.368,6.27
2002-05-07,178.324,208.338,102.334,20.833,687.842,646.319,234.507,30.301,458.459,324.029,102.931,11.481,398.447,201.519,58.382,6.271
2002-05-08,178.27,208.342,102.341,20.833,687.736,646.358,234.556,30.308,458.449,324.067,102.957,11.485,398.501,201.553,58.397,6.272
2002-05-09,178.217,208.346,102.348,20.834,687.629,646.397,234.605,30.315,458.439,324.105,102.983,11.489,398.555,201.588,58.412,6.273
2002-05-10,178.163,208.35,102.355,20.834,687.522,646.436,234.654,30.323,458.429,324.142,103.009,11.493,398.609,201.622,58.426,6.275
2002-05-11,178.11,208.354,102.362,20.835,687.416,646.476,234.702,30.33,458.419,324.18,103.035,11.497,398.662,201.657,58.441,6.276
2002-05-12,178.056,208.358,102.369,20.835,687.309,646.515,234.751,30.338,458.409,324.218,103.061,11.501,398.716,201.691,58.456,6.277
2002-05-13,178.003,208.361,102.376,20.836,687.203,646.554,234.8,30.345,458.399,324.255,103.087,11.505,398.77,201.726,58.47,6.278
2002-05-14,177.949,208.365,102.383,20.836,687.096,646.593,234.849,30.352,458.389,324.293,103.113,11.508,398.824,201.76,58.485,6.279
2002-05-15,177.895,208.369,102.39,20.837,686.989,646.632,234.897,30.36,458.379,324.331,103.138,11.512,398.878,201.795,58.5,6.28
2002-05-16,177.842,208.373,102.398,20.838,686.883,646.672,234.946,30.367,458.369,324.369,103.164,11.516,398.931,201.829,58.514,6.281
2002-05-17,177.788,208.377,102.405,20.838,686.776,646.711,234.995,30.375,458.359,324.406,103.19,11.52,398.985,201.864,58.529,6.283
2002-05-18,177.735,208.381,102.412,20.839,686.67,646.75,235.044,30.382,458.349,324.444,103.216,11.524,399.039,201.898,58.544,6.284
2002-05-19,177.681,208.385,102.419,20.839,686.563,646.789,235.092,30.39,458.339,324.482,103.242,11.528,399.093,201.933,58.558,6.285
2002-05-20,177.628,208.389,102.426,20.84,686.456,646.829,235.141,30.397,458.329,324.519,103.268,11.532,399.146,201.968,58.573,6.286
2002-05-21,177.574,208.393,102.433,20.84,686.35,646.868,235.19,30.404,458.319,324.557,103.294,11.536,399.2,202.002,58.588,6.287
2002-05-22,177.521,208.396,102.44,20.841,686.243,646.907,235.239,30.412,458.309,324.595,103.32,11.54,399.254,202.037,58.602,6.288
2002-05-23,177.467,208.4,102.447,20.841,686.137,646.946,235.287,30.419,458.299,324.633,103.345,11.543,399.308,202.071,58.617,6.289
2002-05-24,177.414,208.404,102.454,20.842,686.03,646.985,235.336,30.427,458.289,324.67,103.371,11.547,399.362,202.106,58.632,6.291
2002-05-25,177.36,208.408,102.461,20.842,685.923,647.025,235.385,30.434,458.279,324.708,103.397,11.551,399.415,202.14,58.646,6.292
2002-05-26,177.307,208.412,102.468,20.843,685.817,647.064,235.434,30.441,458.269,324.746,103.423,11.555,399.469,202.175,58.661,6.293
2002-05-27,177.253,208.416,102.475,20.843,685.71,647.103,235.482,30.449,458.259,324.783,103.449,11.559,399.523,202.209,58.675,6.294
2002-05-28,177.2,208.42,102.482,20.844,685.604,647.142,235.531,30.456,458.249,324.821,103.475,11.563,399.577,202.244,58.69,6.295
2002-05-29,177.146,208.424,102.489,20.844,685.497,647.181,235.58,30.464,458.239,324.859,103.501,11.567,399.631,202.278,58.705,6.296
2002-05-30,177.093,208.428,102.496,20.845,685.39,647.221,235.629,30.471,458.229,324.897,103.527,11.571,399.684,202.313,58.719,6.297
2002-05-31,177.039,208.431,102.504,20.845,685.284,647.26,235.677,30.479,458.219,324.934,103.552,11.574,399.738,202.347,58.734,6.299
2002-06-01,176.986,208.435,102.511,20.846,685.177,647.299,235.726,30.486,458.209,324.972,103.578,11.578,399.792,202.382,58.749,6.3
2002-06-02,176.939,208.44,102.514,20.846,685.088,647.337,235.769,30.491,458.206,325.006,103.601,11.584,399.842,202.413,58.765,6.301
2002-06-03,176.893,208.444,102.518,20.846,684.998,647.376,235.812,30.495,458.203,325.04,103.624,11.589,399.893,202.444,58.781,6.302
2002-06-04,176.847,208.449,102.521,20.845,684.908,647.414,235.855,30.5,458.2,325.074,103.647,11.594,399.943,202.474,58.797,6.303
2002-06-05,176.801,208.454,102.524,20.845,684.818,647.452,235.897,30.504,458.197,325.108,103.669,11.6,399.993,202.505,58.813,6.304
2002-06-06,176.754,208.458,102.528,20.845,684.729,647.491,235.94,30.509,458.193,325.142,103.692,11.605,400.044,202.536,58.829,6.305
2002-06-07,176.708,208.463,102.531,20.845,684.639,647.529,235.983,30.513,458.19,325.176,103.715,11.61,400.094,202.567,58.845,6.306
2002-06-08,176.662,208.467,102.535,20.845,684.549,647.567,236.026,30.518,458.187,325.21,103.737,11.615,400.145,202.598,58.861,6.307
2002-06-09,176.615,208.472,102.538,20.845,684.46,647.606,236.069,30.522,458.184,325.244,103.76,11.621,400.195,202.629,58.877,6.309
2002-06-10,176.569,208.476,102.542,20.844,684.37,647.644,236.111,30.527,458.181,325.277,103.783,11.626,400.245,202.66,58.893,6.31
2002-06-11,176.523,208.481,102.545,20.844,684.28,647.682,236.154,30.532,458.178,325.311,103.806,11.631,400.296,202.69,58.909,6.311
2002-06-12,176.477,208.486,102.549,20.844,684.19,647.721,236.197,30.536,458.174,325.345,103.828,11.637,400.346,202.721,58.925,6.312
2002-06-13,176.43,208.49,102.552,20.844,684.101,647.759,236.24,30.541,458.171,325.379,103.851,11.642,400.396,202.752,58.942,6.313
2002-06-14,176.384,208.495,102.556,20.844,684.011,647.797,236.283,30.545,458.168,325.413,103.874,11.647,400.447,202.783,58.958,6.314
2002-06-15,176.338,208.499,102.559,20.843,683.921,647.836,236.325,30.55,458.165,325.447,103.897,11.652,400.497,202.814,58.974,6.315
2002-06-16,176.292,208.504,102.563,20.843,683.832,647.874,236.368,30.554,458.162,325.481,103.919,11.658,400.548,202.845,58.99,6.316
2002-06-17,176.245,208.508,102.566,20.843,683.742,647.912,236.411,30.559,458.158,325.515,103.942,11.663,400.598,202.875,59.006,6.317
2002-06-18,176.199,208.513,102.57,20.843,683.652,647.951,236.454,30.564,458.155,325.549,103.965,11.668,400.648,202.906,59.022,6.318
2002-06-19,176.153,208.517,102.573,20.843,683.562,647.989,236.497,30.568,458.152,325.583,103.987,11.674,400.699,202.937,59.038,6.32
2002-06-20,176.107,208.522,102.577,20.843,683.473,648.027,236.539,30.573,458.149,325.617,104.01,11.679,400.749,202.968,59.054,6.321
2002-06-21,176.06,208.527,102.58,20.842,683.383,648.066,236.582,30.577,458.146,325.651,104.033,11.684,400.799,202.999,59.07,6.322
2002-06-22,176.014,208.531,102.583,20.842,683.293,648.104,236.625,30.582,458.142,325.685,104.056,11.69,400.85,203.03,59.086,6.323
2002-06-23,175.968,208.536,102.587,20.842,683.204,648.142,236.668,30.586,458.139,325.719,104.078,11.695,400.9,203.061,59.102,6.324
2002-06-24,175.921,208.54,102.59,20.842,683.114,648.181,236.711,30.591,458.136,325.753,104.101,11.7,400.951,203.091,59.118,6.325
2002-06-25,175.875,208.545,102.594,20.842,683.024,648.219,236.753,30.595,458.133,325.787,104.124,11.705,401.001,203.122,59.134,6.326
2002-06-26,175.829,208.549,102.597,20.841,682.935,648.257,236.796,30.6,458.13,325.821,104.146,11.711,401.051,203.153,59.15,6.327
2002-06-27,175.783,208.554,102.601,20.841,682.845,648.296,236.839,30.605,458.126,325.855,104.169,11.716,401.102,203.184,59.166,6.328
2002-06-28,175.736,208.559,102.604,20.841,682.755,648.334,236.882,30.609,458.123,325.889,104.192,11.721,401.152,203.215,59.182,6.329
2002-06-29,175.69,208.563,102.608,20.841,682.665,648.372,236.925,30.614,458.12,325.923,104.215,11.727,401.202,203.246,59.199,6.33
2002-06-30,175.644,208.568,102.611,20.841,682.576,648.411,236.967,30.618,458.117,325.956,104.237,11.732,401.253,203.276,59.215,6.332
2002-07-01,175.598,208.572,102.615,20.841,682.486,648.449,237.01,30.623,458.114,325.99,104.26,11.737,401.303,203.307,59.231,6.333
2002-07-02,175.557,208.573,102.615,20.833,682.407,648.485,237.04,30.626,458.127,326.016,104.279,11.739,401.365,203.338,59.245,6.334
2002-07-03,175.517,208.575,102.616,20.825,682.328,648.522,237.069,30.629,458.141,326.042,104.299,11.741,401.426,203.368,59.259,6.336
2002-07-04,175.477,208.576,102.617,20.817,682.25,648.558,237.099,30.632,458.154,326.068,104.318,11.743,401.487,203.398,59.274,6.338
2002-07-05,175.437,208.577,102.617,20.809,682.171,648.595,237.128,30.635,458.168,326.094,104.337,11.745,401.549,203.428,59.288,6.339
2002-07-06,175.397,208.578,102.618,20.801,682.092,648.631,237.158,30.638,458.181,326.12,104.357,11.746,401.61,203.459,59.302,6.341
2002-07-07,175.357,208.579,102.618,20.793,682.013,648.667,237.187,30.641,458.195,326.146,104.376,11.748,401.672,203.489,59.317,6.343
2002-07-08,175.317,208.58,102.619,20.785,681.935,648.704,237.217,30.644,458.208,326.172,104.395,11.75,401.733,203.519,59.331,6.344
2002-07-09,175.277,208.581,102.62,20.777,681.856,648.74,237.246,30.647,458.222,326.197,104.415,11.752,401.794,203.55,59.345,6.346
2002-07-10,175.237,208.583,102.62,20.769,681.777,648.776,237.276,30.65,458.235,326.223,104.434,11.754,401.856,203.58,59.359,6.348
2002-07-11,175.197,208.584,102.621,20.761,681.698,648.813,237.305,30.653,458.249,326.249,104.454,11.756,401.917,203.61,59.374,6.349
2002-07-12,175.156,208.585,102.621,20.753,681.619,648.849,237.335,30.656,458.262,326.275,104.473,11.758,401.978,203.641,59.388,6.351
2002-07-13,175.116,208.586,102.622,20.745,681.541,648.886,237.364,30.659,458.276,326.301,104.492,11.759,402.04,203.671,59.402,6.353
2002-07-14,175.076,208.587,102.623,20.737,681.462,648.922,237.394,30.662,458.289,326.327,104.512,11.761,402.101,203.701,59.417,6.354
